#date: 08.10.2020	time: 16:39:38
#t (s)	f (Hz)	A1 (V)	A2 (V)	phase (deg)	|Z| (Ohm)	Arg Z (Ohm)	Re Z (Ohm)	Im Z (deg)
201.37	1.0350E+7	1.8328	0.4031	-2.0	5.496E+1	+2.6	5.49E+1	2.46E+0
201.54	1.0360E+7	1.8342	0.4043	-3.0	5.511E+1	+3.8	5.50E+1	3.70E+0
201.71	1.0370E+7	1.8356	0.4043	+0.0	5.508E+1	-0.0	5.51E+1	-0.00E+0
201.88	1.0380E+7	1.8342	0.4033	-5.0	5.489E+1	+6.4	5.45E+1	6.12E+0
202.04	1.0390E+7	1.8187	0.4016	-3.0	5.524E+1	+3.8	5.51E+1	3.71E+0
202.22	1.0400E+7	1.8257	0.4016	-3.0	5.497E+1	+3.8	5.48E+1	3.69E+0
202.39	1.0410E+7	1.8300	0.4021	-5.0	5.483E+1	+6.4	5.45E+1	6.12E+0
202.56	1.0420E+7	1.8215	0.4002	-3.0	5.488E+1	+3.8	5.48E+1	3.68E+0
202.74	1.0430E+7	1.8173	0.4019	-2.0	5.536E+1	+2.6	5.53E+1	2.48E+0
202.94	1.0440E+7	1.8144	0.3999	-3.0	5.511E+1	+3.8	5.50E+1	3.70E+0
203.12	1.0450E+7	1.8243	0.4011	-3.0	5.492E+1	+3.8	5.48E+1	3.68E+0
203.31	1.0460E+7	1.8102	0.4009	-3.0	5.545E+1	+3.9	5.53E+1	3.73E+0
203.47	1.0470E+7	1.8144	0.4001	-3.0	5.513E+1	+3.8	5.50E+1	3.70E+0
203.66	1.0480E+7	1.8159	0.4009	-3.0	5.523E+1	+3.8	5.51E+1	3.71E+0
203.84	1.0490E+7	1.8060	0.4019	-3.0	5.579E+1	+3.9	5.57E+1	3.75E+0
204.00	1.0500E+7	1.8187	0.4006	-7.0	5.495E+1	+9.0	5.43E+1	8.57E+0
204.17	1.0510E+7	1.8201	0.4025	-3.0	5.534E+1	+3.9	5.52E+1	3.72E+0
204.33	1.0520E+7	1.8102	0.3998	-5.0	5.520E+1	+6.4	5.49E+1	6.17E+0
204.50	1.0530E+7	1.8173	0.4011	-3.0	5.520E+1	+3.8	5.51E+1	3.71E+0
204.67	1.0540E+7	1.8116	0.3998	-5.0	5.514E+1	+6.4	5.48E+1	6.16E+0
204.83	1.0550E+7	1.7961	0.3977	-3.0	5.543E+1	+3.9	5.53E+1	3.72E+0
205.00	1.0560E+7	1.8088	0.4004	-5.0	5.535E+1	+6.4	5.50E+1	6.19E+0
205.18	1.0570E+7	1.8031	0.4009	-5.0	5.568E+1	+6.4	5.53E+1	6.23E+0
205.35	1.0580E+7	1.8045	0.3995	-3.0	5.542E+1	+3.9	5.53E+1	3.72E+0
205.53	1.0590E+7	1.8045	0.4001	-5.0	5.547E+1	+6.4	5.51E+1	6.20E+0
205.69	1.0600E+7	1.7975	0.3998	-3.0	5.575E+1	+3.9	5.56E+1	3.75E+0
205.83	1.0610E+7	1.7932	0.3991	-3.0	5.579E+1	+3.9	5.57E+1	3.75E+0
206.00	1.0620E+7	1.7961	0.4002	-2.0	5.590E+1	+2.6	5.58E+1	2.51E+0
206.17	1.0630E+7	1.7876	0.3985	-3.0	5.592E+1	+3.9	5.58E+1	3.76E+0
206.33	1.0640E+7	1.7961	0.4001	-3.0	5.586E+1	+3.9	5.57E+1	3.76E+0
206.50	1.0650E+7	1.7932	0.3992	-2.0	5.583E+1	+2.6	5.58E+1	2.51E+0
206.66	1.0660E+7	1.8017	0.4006	-3.0	5.573E+1	+3.9	5.56E+1	3.75E+0
206.85	1.0670E+7	1.7876	0.3989	-2.0	5.601E+1	+2.6	5.60E+1	2.52E+0
207.01	1.0680E+7	1.7918	0.3984	-5.0	5.567E+1	+6.4	5.53E+1	6.23E+0
207.18	1.0690E+7	1.7890	0.3970	-3.0	5.558E+1	+3.9	5.55E+1	3.74E+0
207.36	1.0700E+7	1.7904	0.3975	+0.0	5.565E+1	-0.0	5.57E+1	-0.00E+0
207.53	1.0710E+7	1.7833	0.3984	-3.0	5.606E+1	+3.9	5.59E+1	3.78E+0
207.69	1.0720E+7	1.7777	0.3971	-3.0	5.606E+1	+3.9	5.59E+1	3.78E+0
207.86	1.0730E+7	1.7862	0.3984	-3.0	5.595E+1	+3.9	5.58E+1	3.77E+0
208.04	1.0740E+7	1.7734	0.3968	-3.0	5.618E+1	+3.9	5.61E+1	3.79E+0
208.23	1.0750E+7	1.7763	0.3967	+0.0	5.607E+1	-0.0	5.61E+1	-0.00E+0
208.39	1.0760E+7	1.7819	0.3980	-3.0	5.604E+1	+3.9	5.59E+1	3.77E+0
208.58	1.0770E+7	1.7805	0.3998	-3.0	5.644E+1	+3.9	5.63E+1	3.81E+0
208.74	1.0780E+7	1.7777	0.3981	-3.0	5.624E+1	+3.9	5.61E+1	3.79E+0
208.91	1.0790E+7	1.7763	0.3963	-2.0	5.598E+1	+2.6	5.59E+1	2.51E+0
209.08	1.0800E+7	1.7904	0.3985	-3.0	5.581E+1	+3.9	5.57E+1	3.75E+0
209.26	1.0810E+7	1.7720	0.3965	+0.0	5.622E+1	-0.0	5.62E+1	-0.00E+0
209.47	1.0820E+7	1.7734	0.3973	-2.0	5.628E+1	+2.6	5.62E+1	2.53E+0
209.63	1.0830E+7	1.7763	0.3975	-3.0	5.620E+1	+3.9	5.61E+1	3.79E+0
209.81	1.0840E+7	1.7763	0.3967	-3.0	5.604E+1	+3.9	5.59E+1	3.77E+0
209.97	1.0850E+7	1.7664	0.3963	-2.0	5.639E+1	+2.6	5.63E+1	2.54E+0
210.14	1.0860E+7	1.7692	0.3957	-3.0	5.615E+1	+3.9	5.60E+1	3.78E+0
210.31	1.0870E+7	1.7664	0.3947	-2.0	5.610E+1	+2.6	5.60E+1	2.52E+0
210.47	1.0880E+7	1.7635	0.3943	-3.0	5.612E+1	+3.9	5.60E+1	3.78E+0
210.66	1.0890E+7	1.7692	0.3982	-3.0	5.662E+1	+3.9	5.65E+1	3.82E+0
210.84	1.0900E+7	1.7664	0.3953	-5.0	5.614E+1	+6.4	5.58E+1	6.29E+0
211.02	1.0910E+7	1.7621	0.3951	-2.0	5.635E+1	+2.6	5.63E+1	2.53E+0
211.19	1.0920E+7	1.7550	0.3943	-3.0	5.647E+1	+3.9	5.63E+1	3.81E+0
211.37	1.0930E+7	1.7508	0.3933	-3.0	5.647E+1	+3.9	5.63E+1	3.81E+0
211.54	1.0940E+7	1.7678	0.3954	-3.0	5.616E+1	+3.9	5.60E+1	3.78E+0
211.72	1.0950E+7	1.7649	0.3957	-5.0	5.627E+1	+6.4	5.59E+1	6.31E+0
211.89	1.0960E+7	1.7593	0.3951	-3.0	5.645E+1	+3.9	5.63E+1	3.81E+0
212.05	1.0970E+7	1.7593	0.3953	-2.0	5.650E+1	+2.6	5.64E+1	2.54E+0
212.21	1.0980E+7	1.7550	0.3951	-3.0	5.663E+1	+3.9	5.65E+1	3.82E+0
212.38	1.0990E+7	1.7565	0.3948	-2.0	5.653E+1	+2.6	5.65E+1	2.54E+0
212.55	1.1000E+7	1.7466	0.3933	-2.0	5.666E+1	+2.6	5.66E+1	2.55E+0
212.76	1.1010E+7	1.7480	0.3936	-3.0	5.664E+1	+3.9	5.65E+1	3.82E+0
212.92	1.1020E+7	1.7522	0.3923	-3.0	5.622E+1	+3.9	5.61E+1	3.79E+0
213.09	1.1030E+7	1.7480	0.3944	+0.0	5.682E+1	-0.0	5.68E+1	-0.00E+0
213.25	1.1040E+7	1.7536	0.3947	+0.0	5.664E+1	-0.0	5.66E+1	-0.00E+0
213.42	1.1050E+7	1.7480	0.3939	-3.0	5.669E+1	+3.9	5.66E+1	3.83E+0
213.60	1.1060E+7	1.7395	0.3932	+0.0	5.694E+1	-0.0	5.69E+1	-0.00E+0
213.77	1.1070E+7	1.7494	0.3941	-2.0	5.670E+1	+2.6	5.66E+1	2.55E+0
213.93	1.1080E+7	1.7522	0.3948	-2.0	5.671E+1	+2.6	5.67E+1	2.55E+0
214.12	1.1090E+7	1.7437	0.3919	+0.0	5.653E+1	-0.0	5.65E+1	-0.00E+0
214.28	1.1100E+7	1.7409	0.3913	-2.0	5.653E+1	+2.6	5.65E+1	2.54E+0
214.47	1.1110E+7	1.7466	0.3927	-3.0	5.654E+1	+3.9	5.64E+1	3.82E+0
214.65	1.1120E+7	1.7338	0.3917	-2.0	5.690E+1	+2.6	5.68E+1	2.57E+0
214.83	1.1130E+7	1.7367	0.3926	-2.0	5.694E+1	+2.6	5.69E+1	2.57E+0
215.00	1.1140E+7	1.7338	0.3920	-2.0	5.696E+1	+2.6	5.69E+1	2.57E+0
215.16	1.1150E+7	1.7324	0.3900	-2.0	5.665E+1	+2.6	5.66E+1	2.55E+0
215.33	1.1160E+7	1.7310	0.3900	+0.0	5.672E+1	-0.0	5.67E+1	-0.00E+0
215.49	1.1170E+7	1.7367	0.3907	-2.0	5.660E+1	+2.6	5.65E+1	2.55E+0
215.65	1.1180E+7	1.7352	0.3910	-2.0	5.671E+1	+2.6	5.67E+1	2.55E+0
215.81	1.1190E+7	1.7282	0.3907	-2.0	5.696E+1	+2.6	5.69E+1	2.57E+0
215.98	1.1200E+7	1.7253	0.3916	+0.0	5.725E+1	-0.0	5.73E+1	-0.00E+0
216.13	1.1210E+7	1.7296	0.3923	+0.0	5.720E+1	-0.0	5.72E+1	-0.00E+0
216.33	1.1220E+7	1.7310	0.3893	-2.0	5.657E+1	+2.6	5.65E+1	2.55E+0
216.51	1.1230E+7	1.7324	0.3902	-2.0	5.667E+1	+2.6	5.66E+1	2.55E+0
216.66	1.1240E+7	1.7225	0.3900	+0.0	5.708E+1	-0.0	5.71E+1	-0.00E+0
216.81	1.1250E+7	1.7239	0.3902	-2.0	5.703E+1	+2.6	5.70E+1	2.57E+0
216.96	1.1260E+7	1.7211	0.3886	-2.0	5.686E+1	+2.6	5.68E+1	2.56E+0
217.14	1.1270E+7	1.7225	0.3900	-3.0	5.705E+1	+3.9	5.69E+1	3.86E+0
217.31	1.1280E+7	1.7126	0.3895	-3.0	5.737E+1	+3.9	5.72E+1	3.88E+0
217.47	1.1290E+7	1.7183	0.3876	-3.0	5.678E+1	+3.9	5.66E+1	3.84E+0
217.66	1.1300E+7	1.7154	0.3871	-2.0	5.681E+1	+2.6	5.67E+1	2.56E+0
217.82	1.1310E+7	1.7169	0.3891	-2.0	5.712E+1	+2.6	5.71E+1	2.58E+0
218.01	1.1320E+7	1.7154	0.3895	+2.0	5.726E+1	-2.6	5.72E+1	-2.58E+0
218.17	1.1330E+7	1.7112	0.3876	+0.0	5.711E+1	-0.0	5.71E+1	-0.00E+0
218.36	1.1340E+7	1.7098	0.3883	-2.0	5.729E+1	+2.6	5.72E+1	2.59E+0
218.52	1.1350E+7	1.7154	0.3878	+0.0	5.695E+1	-0.0	5.70E+1	-0.00E+0
218.69	1.1360E+7	1.7070	0.3896	-2.0	5.766E+1	+2.6	5.76E+1	2.61E+0
218.87	1.1370E+7	1.7154	0.3889	-2.0	5.716E+1	+2.6	5.71E+1	2.58E+0
219.04	1.1380E+7	1.7098	0.3871	-2.0	5.705E+1	+2.6	5.70E+1	2.57E+0
219.20	1.1390E+7	1.7112	0.3869	-2.0	5.696E+1	+2.6	5.69E+1	2.57E+0
219.37	1.1400E+7	1.7070	0.3874	-2.0	5.723E+1	+2.6	5.72E+1	2.58E+0
219.54	1.1410E+7	1.6985	0.3841	+0.0	5.699E+1	-0.0	5.70E+1	-0.00E+0
219.72	1.1420E+7	1.7055	0.3851	+2.0	5.686E+1	-2.6	5.68E+1	-2.56E+0
219.90	1.1430E+7	1.7070	0.3865	-2.0	5.706E+1	+2.6	5.70E+1	2.57E+0
220.07	1.1440E+7	1.7112	0.3854	-2.0	5.667E+1	+2.6	5.66E+1	2.55E+0
220.24	1.1450E+7	1.7041	0.3857	+2.0	5.702E+1	-2.6	5.70E+1	-2.57E+0
220.40	1.1460E+7	1.7013	0.3847	+2.0	5.696E+1	-2.6	5.69E+1	-2.57E+0
220.57	1.1470E+7	1.6956	0.3835	-2.0	5.699E+1	+2.6	5.69E+1	2.57E+0
220.74	1.1480E+7	1.7027	0.3831	-2.0	5.660E+1	+2.6	5.65E+1	2.55E+0
220.92	1.1490E+7	1.7098	0.3849	+0.0	5.666E+1	-0.0	5.67E+1	-0.00E+0
221.10	1.1500E+7	1.7084	0.3865	+2.0	5.700E+1	-2.6	5.69E+1	-2.57E+0
221.27	1.1510E+7	1.6928	0.3824	-2.0	5.689E+1	+2.6	5.68E+1	2.56E+0
221.45	1.1520E+7	1.7027	0.3841	+2.0	5.679E+1	-2.6	5.67E+1	-2.56E+0
221.63	1.1530E+7	1.6928	0.3835	-3.0	5.709E+1	+3.9	5.70E+1	3.86E+0
221.80	1.1540E+7	1.6900	0.3834	+3.0	5.719E+1	-3.9	5.71E+1	-3.87E+0
221.97	1.1550E+7	1.6886	0.3838	-2.0	5.735E+1	+2.6	5.73E+1	2.59E+0
222.12	1.1560E+7	1.6914	0.3824	+2.0	5.695E+1	-2.6	5.69E+1	-2.57E+0
222.30	1.1570E+7	1.6886	0.3823	-2.0	5.705E+1	+2.6	5.70E+1	2.57E+0
222.47	1.1580E+7	1.6942	0.3814	+0.0	5.665E+1	-0.0	5.67E+1	-0.00E+0
222.63	1.1590E+7	1.6801	0.3796	+0.0	5.691E+1	-0.0	5.69E+1	-0.00E+0
222.80	1.1600E+7	1.6857	0.3813	+0.0	5.699E+1	-0.0	5.70E+1	-0.00E+0
222.98	1.1610E+7	1.6801	0.3810	-2.0	5.717E+1	+2.6	5.71E+1	2.58E+0
223.15	1.1620E+7	1.6787	0.3804	-2.0	5.713E+1	+2.6	5.71E+1	2.58E+0
223.31	1.1630E+7	1.6872	0.3820	-2.0	5.706E+1	+2.6	5.70E+1	2.57E+0
223.50	1.1640E+7	1.6815	0.3799	-2.0	5.689E+1	+2.6	5.68E+1	2.56E+0
223.68	1.1650E+7	1.6815	0.3796	+2.0	5.684E+1	-2.6	5.68E+1	-2.56E+0
223.85	1.1660E+7	1.6773	0.3797	+0.0	5.707E+1	-0.0	5.71E+1	-0.00E+0
223.99	1.1670E+7	1.6801	0.3786	+0.0	5.672E+1	-0.0	5.67E+1	-0.00E+0
224.14	1.1680E+7	1.6773	0.3793	+0.0	5.698E+1	-0.0	5.70E+1	-0.00E+0
224.31	1.1690E+7	1.6843	0.3799	+0.0	5.678E+1	-0.0	5.68E+1	-0.00E+0
224.46	1.1700E+7	1.6815	0.3803	+2.0	5.698E+1	-2.6	5.69E+1	-2.57E+0
224.63	1.1710E+7	1.6801	0.3796	+2.0	5.690E+1	-2.6	5.68E+1	-2.56E+0
224.78	1.1720E+7	1.6631	0.3779	+0.0	5.733E+1	-0.0	5.73E+1	-0.00E+0
224.94	1.1730E+7	1.6645	0.3770	+0.0	5.710E+1	-0.0	5.71E+1	-0.00E+0
225.11	1.1740E+7	1.6659	0.3787	+2.0	5.736E+1	-2.6	5.73E+1	-2.59E+0
225.29	1.1750E+7	1.6688	0.3783	+2.0	5.715E+1	-2.6	5.71E+1	-2.58E+0
225.46	1.1760E+7	1.6730	0.3780	+0.0	5.692E+1	-0.0	5.69E+1	-0.00E+0
225.61	1.1770E+7	1.6589	0.3748	+0.0	5.691E+1	-0.0	5.69E+1	-0.00E+0
225.77	1.1780E+7	1.6674	0.3786	-2.0	5.727E+1	+2.6	5.72E+1	2.59E+0
225.96	1.1790E+7	1.6659	0.3772	+2.0	5.706E+1	-2.6	5.70E+1	-2.57E+0
226.12	1.1800E+7	1.6674	0.3766	+2.0	5.688E+1	-2.6	5.68E+1	-2.56E+0
226.28	1.1810E+7	1.6589	0.3755	-2.0	5.704E+1	+2.6	5.70E+1	2.57E+0
226.44	1.1820E+7	1.6603	0.3732	-2.0	5.653E+1	+2.6	5.65E+1	2.54E+0
226.62	1.1830E+7	1.6659	0.3752	+0.0	5.668E+1	-0.0	5.67E+1	-0.00E+0
226.80	1.1840E+7	1.6659	0.3756	+2.0	5.675E+1	-2.6	5.67E+1	-2.56E+0
226.96	1.1850E+7	1.6560	0.3736	+3.0	5.678E+1	-3.9	5.67E+1	-3.84E+0
227.14	1.1860E+7	1.6589	0.3752	+0.0	5.699E+1	-0.0	5.70E+1	-0.00E+0
227.31	1.1870E+7	1.6645	0.3766	+3.0	5.699E+1	-3.9	5.69E+1	-3.85E+0
227.47	1.1880E+7	1.6560	0.3728	+2.0	5.663E+1	-2.6	5.66E+1	-2.55E+0
227.67	1.1890E+7	1.6532	0.3742	+0.0	5.705E+1	-0.0	5.71E+1	-0.00E+0
227.84	1.1900E+7	1.6560	0.3728	-2.0	5.663E+1	+2.6	5.66E+1	2.55E+0
228.00	1.1910E+7	1.6405	0.3724	+0.0	5.726E+1	-0.0	5.73E+1	-0.00E+0
228.17	1.1920E+7	1.6518	0.3729	+0.0	5.686E+1	-0.0	5.69E+1	-0.00E+0
228.34	1.1930E+7	1.6391	0.3721	+2.0	5.725E+1	-2.6	5.72E+1	-2.58E+0
228.50	1.1940E+7	1.6447	0.3714	-2.0	5.686E+1	+2.6	5.68E+1	2.56E+0
228.67	1.1950E+7	1.6447	0.3725	+0.0	5.710E+1	-0.0	5.71E+1	-0.00E+0
228.82	1.1960E+7	1.6377	0.3709	+3.0	5.707E+1	-3.9	5.69E+1	-3.86E+0
229.00	1.1970E+7	1.6461	0.3698	+2.0	5.649E+1	-2.6	5.64E+1	-2.54E+0
229.17	1.1980E+7	1.6377	0.3709	+0.0	5.710E+1	-0.0	5.71E+1	-0.00E+0
229.33	1.1990E+7	1.6419	0.3711	+0.0	5.694E+1	-0.0	5.69E+1	-0.00E+0
229.50	1.2000E+7	1.6476	0.3707	+0.0	5.661E+1	-0.0	5.66E+1	-0.00E+0
229.67	1.2010E+7	1.6405	0.3697	+2.0	5.671E+1	-2.6	5.67E+1	-2.55E+0
229.83	1.2020E+7	1.6391	0.3702	-2.0	5.689E+1	+2.6	5.68E+1	2.56E+0
230.00	1.2030E+7	1.6362	0.3694	+0.0	5.686E+1	-0.0	5.69E+1	-0.00E+0
230.17	1.2040E+7	1.6320	0.3690	+2.0	5.695E+1	-2.6	5.69E+1	-2.57E+0
230.33	1.2050E+7	1.6292	0.3671	+2.0	5.671E+1	-2.6	5.67E+1	-2.55E+0
230.48	1.2060E+7	1.6306	0.3685	+2.0	5.693E+1	-2.6	5.69E+1	-2.57E+0
230.62	1.2070E+7	1.6278	0.3660	+2.0	5.655E+1	-2.6	5.65E+1	-2.55E+0
230.80	1.2080E+7	1.6292	0.3671	+0.0	5.673E+1	-0.0	5.67E+1	-0.00E+0
230.98	1.2090E+7	1.6306	0.3647	+0.0	5.618E+1	-0.0	5.62E+1	-0.00E+0
231.15	1.2100E+7	1.6278	0.3653	-2.0	5.641E+1	+2.6	5.64E+1	2.54E+0
231.31	1.2110E+7	1.6320	0.3666	-2.0	5.647E+1	+2.6	5.64E+1	2.54E+0
231.50	1.2120E+7	1.6306	0.3668	+0.0	5.661E+1	-0.0	5.66E+1	-0.00E+0
231.68	1.2130E+7	1.6249	0.3667	+0.0	5.683E+1	-0.0	5.68E+1	-0.00E+0
231.84	1.2140E+7	1.6235	0.3640	+2.0	5.635E+1	-2.6	5.63E+1	-2.53E+0
232.01	1.2150E+7	1.6193	0.3659	+2.0	5.691E+1	-2.6	5.68E+1	-2.57E+0
232.18	1.2160E+7	1.6193	0.3657	+2.0	5.688E+1	-2.6	5.68E+1	-2.56E+0
232.33	1.2170E+7	1.6235	0.3644	+3.0	5.641E+1	-3.9	5.63E+1	-3.81E+0
232.49	1.2180E+7	1.6136	0.3625	+3.0	5.646E+1	-3.9	5.63E+1	-3.81E+0
232.68	1.2190E+7	1.6221	0.3651	-2.0	5.664E+1	+2.6	5.66E+1	2.55E+0
232.86	1.2200E+7	1.6122	0.3623	+2.0	5.651E+1	-2.6	5.65E+1	-2.54E+0
233.04	1.2210E+7	1.6164	0.3619	+2.0	5.624E+1	-2.6	5.62E+1	-2.53E+0
233.19	1.2220E+7	1.6179	0.3633	+2.0	5.646E+1	-2.6	5.64E+1	-2.54E+0
233.36	1.2230E+7	1.6207	0.3649	+2.0	5.664E+1	-2.6	5.66E+1	-2.55E+0
233.54	1.2240E+7	1.6094	0.3618	+0.0	5.654E+1	-0.0	5.65E+1	-0.00E+0
233.72	1.2250E+7	1.6094	0.3616	+2.0	5.650E+1	-2.6	5.64E+1	-2.54E+0
233.87	1.2260E+7	1.6179	0.3615	+0.0	5.610E+1	-0.0	5.61E+1	-0.00E+0
234.04	1.2270E+7	1.6136	0.3605	+0.0	5.609E+1	-0.0	5.61E+1	-0.00E+0
234.22	1.2280E+7	1.6094	0.3595	+2.0	5.607E+1	-2.6	5.60E+1	-2.52E+0
234.39	1.2290E+7	1.6065	0.3595	+2.0	5.620E+1	-2.6	5.61E+1	-2.53E+0
234.56	1.2300E+7	1.6122	0.3618	+5.0	5.633E+1	-6.4	5.60E+1	-6.32E+0
234.74	1.2310E+7	1.6150	0.3598	+3.0	5.586E+1	-3.9	5.57E+1	-3.76E+0
234.92	1.2320E+7	1.6094	0.3594	+5.0	5.598E+1	-6.4	5.56E+1	-6.27E+0
235.09	1.2330E+7	1.6080	0.3592	+0.0	5.609E+1	-0.0	5.61E+1	-0.00E+0
235.25	1.2340E+7	1.6037	0.3595	+2.0	5.633E+1	-2.6	5.63E+1	-2.53E+0
235.42	1.2350E+7	1.6051	0.3589	+3.0	5.613E+1	-3.9	5.60E+1	-3.78E+0
235.57	1.2360E+7	1.6065	0.3596	+0.0	5.624E+1	-0.0	5.62E+1	-0.00E+0
235.74	1.2370E+7	1.6037	0.3581	+0.0	5.606E+1	-0.0	5.61E+1	-0.00E+0
235.92	1.2380E+7	1.5995	0.3581	+2.0	5.623E+1	-2.6	5.62E+1	-2.53E+0
236.09	1.2390E+7	1.5966	0.3571	+2.0	5.616E+1	-2.6	5.61E+1	-2.52E+0
236.27	1.2400E+7	1.6023	0.3572	+2.0	5.594E+1	-2.6	5.59E+1	-2.51E+0
236.44	1.2410E+7	1.5995	0.3562	+2.0	5.586E+1	-2.6	5.58E+1	-2.51E+0
236.60	1.2420E+7	1.5938	0.3555	+0.0	5.599E+1	-0.0	5.60E+1	-0.00E+0
236.77	1.2430E+7	1.5882	0.3561	+2.0	5.635E+1	-2.6	5.63E+1	-2.53E+0
236.94	1.2440E+7	1.5924	0.3568	+3.0	5.628E+1	-3.9	5.62E+1	-3.79E+0
237.10	1.2450E+7	1.5938	0.3551	+3.0	5.587E+1	-3.9	5.57E+1	-3.76E+0
237.25	1.2460E+7	1.5924	0.3548	+3.0	5.588E+1	-3.9	5.58E+1	-3.76E+0
237.42	1.2470E+7	1.5797	0.3550	+5.0	5.644E+1	-6.4	5.61E+1	-6.34E+0
237.58	1.2480E+7	1.5910	0.3555	+0.0	5.612E+1	-0.0	5.61E+1	-0.00E+0
237.77	1.2490E+7	1.5768	0.3544	+2.0	5.652E+1	-2.6	5.65E+1	-2.54E+0
237.95	1.2500E+7	1.5839	0.3526	+5.0	5.575E+1	-6.4	5.54E+1	-6.24E+0
238.12	1.2510E+7	1.5825	0.3527	+3.0	5.590E+1	-3.9	5.58E+1	-3.76E+0
238.28	1.2520E+7	1.5853	0.3520	+3.0	5.563E+1	-3.9	5.55E+1	-3.74E+0
238.45	1.2530E+7	1.5853	0.3526	+0.0	5.577E+1	-0.0	5.58E+1	-0.00E+0
238.61	1.2540E+7	1.5825	0.3513	+3.0	5.561E+1	-3.9	5.55E+1	-3.74E+0
238.78	1.2550E+7	1.5783	0.3524	+3.0	5.603E+1	-3.9	5.59E+1	-3.77E+0
238.95	1.2560E+7	1.5712	0.3520	+0.0	5.630E+1	-0.0	5.63E+1	-0.00E+0
239.13	1.2570E+7	1.5783	0.3516	+3.0	5.586E+1	-3.9	5.57E+1	-3.76E+0
239.29	1.2580E+7	1.5726	0.3478	+2.0	5.535E+1	-2.6	5.53E+1	-2.48E+0
239.48	1.2590E+7	1.5783	0.3506	+3.0	5.566E+1	-3.9	5.55E+1	-3.74E+0
239.66	1.2600E+7	1.5797	0.3502	+3.0	5.551E+1	-3.9	5.54E+1	-3.73E+0
239.82	1.2610E+7	1.5783	0.3496	+2.0	5.547E+1	-2.6	5.54E+1	-2.49E+0
239.96	1.2620E+7	1.5726	0.3509	+3.0	5.597E+1	-3.9	5.58E+1	-3.77E+0
240.11	1.2630E+7	1.5655	0.3478	+2.0	5.567E+1	-2.6	5.56E+1	-2.50E+0
240.32	1.2640E+7	1.5740	0.3486	+3.0	5.545E+1	-3.9	5.53E+1	-3.73E+0
240.48	1.2650E+7	1.5754	0.3486	+3.0	5.538E+1	-3.9	5.53E+1	-3.72E+0
240.64	1.2660E+7	1.5754	0.3480	+5.0	5.522E+1	-6.4	5.49E+1	-6.17E+0
240.79	1.2670E+7	1.5698	0.3462	+3.0	5.515E+1	-3.8	5.50E+1	-3.70E+0
240.98	1.2680E+7	1.5627	0.3449	+0.0	5.523E+1	-0.0	5.52E+1	-0.00E+0
241.14	1.2690E+7	1.5655	0.3452	+2.0	5.515E+1	-2.6	5.51E+1	-2.47E+0
241.31	1.2700E+7	1.5641	0.3472	+0.0	5.563E+1	-0.0	5.56E+1	-0.00E+0
241.47	1.2710E+7	1.5556	0.3459	+2.0	5.575E+1	-2.6	5.57E+1	-2.50E+0
241.66	1.2720E+7	1.5684	0.3454	+3.0	5.504E+1	-3.8	5.49E+1	-3.69E+0
241.82	1.2730E+7	1.5641	0.3449	+3.0	5.514E+1	-3.8	5.50E+1	-3.70E+0
241.99	1.2740E+7	1.5627	0.3441	+2.0	5.505E+1	-2.6	5.50E+1	-2.46E+0
242.16	1.2750E+7	1.5570	0.3441	+3.0	5.529E+1	-3.9	5.52E+1	-3.71E+0
242.32	1.2760E+7	1.5556	0.3411	+2.0	5.476E+1	-2.6	5.47E+1	-2.45E+0
242.49	1.2770E+7	1.5528	0.3424	+0.0	5.516E+1	-0.0	5.52E+1	-0.00E+0
242.66	1.2780E+7	1.5613	0.3438	+3.0	5.504E+1	-3.8	5.49E+1	-3.69E+0
242.84	1.2790E+7	1.5556	0.3424	+3.0	5.500E+1	-3.8	5.49E+1	-3.69E+0
243.02	1.2800E+7	1.5556	0.3421	+3.0	5.494E+1	-3.8	5.48E+1	-3.68E+0
243.17	1.2810E+7	1.5528	0.3411	+5.0	5.482E+1	-6.4	5.45E+1	-6.11E+0
243.34	1.2820E+7	1.5585	0.3418	+3.0	5.476E+1	-3.8	5.46E+1	-3.67E+0
243.49	1.2830E+7	1.5542	0.3398	+3.0	5.454E+1	-3.8	5.44E+1	-3.65E+0
243.67	1.2840E+7	1.5570	0.3424	+3.0	5.494E+1	-3.8	5.48E+1	-3.68E+0
243.85	1.2850E+7	1.5528	0.3401	+2.0	5.468E+1	-2.6	5.46E+1	-2.44E+0
244.02	1.2860E+7	1.5570	0.3396	+2.0	5.437E+1	-2.6	5.43E+1	-2.43E+0
244.19	1.2870E+7	1.5457	0.3381	+2.0	5.459E+1	-2.6	5.45E+1	-2.44E+0
244.35	1.2880E+7	1.5500	0.3394	+2.0	5.466E+1	-2.6	5.46E+1	-2.44E+0
244.52	1.2890E+7	1.5514	0.3401	+5.0	5.468E+1	-6.4	5.43E+1	-6.10E+0
244.67	1.2900E+7	1.5457	0.3359	+5.0	5.406E+1	-6.4	5.37E+1	-6.01E+0
244.87	1.2910E+7	1.5429	0.3381	+2.0	5.472E+1	-2.6	5.47E+1	-2.45E+0
245.03	1.2920E+7	1.5429	0.3364	+3.0	5.435E+1	-3.8	5.42E+1	-3.64E+0
245.20	1.2930E+7	1.5514	0.3362	+2.0	5.393E+1	-2.6	5.39E+1	-2.40E+0
